City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
297,Camargo,MX,84.02,overcast clouds,27.67,-105.17,Hotel Santa Fe
298,Margate,GB,66.99,scattered clouds,51.38,1.39,Premier Inn Margate hotel
300,Menomonie,US,70.0,clear sky,44.88,-91.92,Best Western Plus Menomonie Inn & Suites
301,Ewa Beach,US,86.0,overcast clouds,21.32,-158.01,Hampton Inn & Suites Oahu/Kapolei
302,Dalbandin,PK,86.11,clear sky,28.89,64.41,Police station anti NARCOTICS FORCE
304,Hofn,IS,48.58,overcast clouds,64.25,-15.21,Hótel Höfn
305,Biak,ID,80.06,few clouds,-0.91,122.88,Kost Ariz
306,Tiarei,PF,86.0,scattered clouds,-17.53,-149.33,Le Rocher de Tahiti
307,La Rioja,ES,66.2,overcast clouds,42.25,-2.5,Casa Concejos
308,Santa Marta,CO,79.0,overcast clouds,11.24,-74.2,Hotel La Ballena Azul
309,Miramar,US,87.8,few clouds,25.99,-80.23,Stadium Hotel
310,Kismayo,SO,76.87,light rain,-0.36,42.55,Agan-Hotel
311,Juneau,US,61.0,light rain,58.3,-134.42,"Baranof Downtown, BW Signature Collection"
312,Minggang,CN,81.5,scattered clouds,32.46,114.05,Yindu Hotel
313,Shu,KZ,60.01,clear sky,43.6,73.76,Shyngyzkhan
318,Cabedelo,BR,73.4,light rain,-6.98,-34.83,Lua Mansa Pousada
321,Pindiga,NG,73.08,overcast clouds,9.98,10.93,Accommodation Center
322,Iquitos,PE,82.4,few clouds,-3.75,-73.25,Cortez Malaga Techy Caroly
323,Labuhan,ID,79.81,clear sky,-6.88,112.21,bador sepret
324,Ahipara,NZ,60.84,scattered clouds,-35.17,173.17,Ahipara Holiday Park
325,Tual,ID,78.17,clear sky,-5.67,132.75,Grand Vilia Hotel
326,Hendersonville,US,84.2,clear sky,36.3,-86.62,Hyatt Place Nashville/Hendersonville
327,Mount Gambier,AU,48.2,light intensity shower rain,-37.83,140.77,Commodore on the Park
328,Te Anau,NZ,48.79,moderate rain,-45.42,167.72,Kingsgate Hotel Te Anau
329,Muros,ES,68.0,light rain,42.78,-9.06,Apartment Av. Castelao
330,Sarkhej,IN,78.8,light intensity drizzle,22.98,72.5,Ramada by Wyndham Ahmedabad
331,Salalah,OM,75.96,overcast clouds,17.02,54.09,HAMDAN PLAZA HOTEL
332,Suzzara,IT,71.01,light rain,44.99,10.74,Blue hotel
333,Champoton,MX,84.2,clear sky,19.35,-90.72,HOTEL Posada La Regia
334,Sarangani,PH,83.71,few clouds,5.4,125.46,Ballistic Islet
335,Umm Lajj,SA,85.73,broken clouds,25.02,37.27,Moon light Furnished Units
336,Alice Springs,AU,62.6,clear sky,-23.7,133.88,Desert Palms Alice Springs
337,Clyde River,CA,50.0,broken clouds,70.47,-68.59,Qamaq Hotel
338,Sovetskiy,RU,54.07,light rain,61.36,63.58,Apartment on Kievskaya 29
340,Tondano,ID,84.2,few clouds,1.3,124.91,Villa Bella
341,Zhigansk,RU,52.84,broken clouds,66.77,123.37,Gostinichnyy Kompleks Aylgy
342,Wanlaweyn,SO,76.19,overcast clouds,2.62,44.89,Haji Qasim Hotel
343,Danielskuil,ZA,27.61,clear sky,-28.19,23.54,Botha'Sig Gastehuis
344,Gibara,CU,78.8,broken clouds,21.11,-76.13,Sol y Mar
345,Bossangoa,CF,70.74,moderate rain,6.49,17.46,LA PERLE DE BOSTON
346,Noumea,NC,77.0,clear sky,-22.28,166.46,Hôtel Le Lagon
347,Semnan,IR,74.34,clear sky,35.57,53.4,Semnan Tourist Hotel
348,Tuy Hoa,VN,80.65,overcast clouds,13.08,109.3,CenDeluxe Hotel Tuy Hoa
349,Santiago,CL,48.99,overcast clouds,-33.46,-70.65,Hotel Panamericano
350,Mount Isa,AU,80.6,clear sky,-20.73,139.5,ibis Styles Mt Isa Verona
351,Sabha,LY,86.61,clear sky,27.04,14.43,محطة ام الارانب -سبها مواصلات
352,Tena,EC,71.29,light rain,-0.98,-77.82,Hostal Tena Ñaui
353,Marsa Matruh,EG,77.0,clear sky,31.35,27.25,Beau Site
354,Tateyama,JP,86.0,broken clouds,34.98,139.87,Tateyama Seaside Hotel
356,Pato Branco,BR,60.91,heavy intensity rain,-26.23,-52.67,Luz Hotel Pato Branco
357,Pudozh,RU,50.25,overcast clouds,61.81,36.53,Guest-House na Transportnoy
358,Cairns,AU,79.0,broken clouds,-16.92,145.77,Mantra Trilogy Cairns
359,Uvat,RU,49.87,scattered clouds,59.14,68.9,Uvatskiy Rayonnyy Dom Kul'tury
360,Vihti,FI,60.01,clear sky,60.42,24.32,Selli
